projectId,isOn,trustProductName,proectIssueCode,trustCompanyName,trustCompanyShortName,trustTremType,trustPropertyApplicationDesc,trustPropertyManagementDesc,issueCodeDate,publicityTime,registrationTime
4923,1,中海安泽1号财产权信托-第2期,ZXD36Z201710111010479,中海信托股份有限公司,中海信托,7.9,金融业,其他债权资产,2017-10-17,2017-11-10,2017-11-07
3690,1,云南信托·世联小贷五期资产财产权信托,ZXD32Y201709111034996,云南国际信托有限公司,云南信托,12,金融业,其他债权资产,2017-09-29,2017-11-10,2017-10-31
3437,1,华润信托·恒远睿信1期集合资金信托计划,ZXD38H201709010032478,华润深国投信托有限公司,华润信托,120,"金融业,其他","债券投资,股票投资,公募基金",2017-09-28,2017-11-10,2017-11-06
3060,1,中建投信托·安泉205号（隆基泰和紫金山）集合资金信托计划,ZXD38Z201709010028734,中建投信托有限责任公司,中建投信托,12,房地产业,信托贷款,2017-09-26,2017-11-10,2017-11-06
2461,1,中建投信托·建泉79号（江西和济）集合资金信托计划,ZXD38Z201709010022767,中建投信托有限责任公司,中建投信托,24,水利、环境和公共设施管理业,信托贷款,2017-09-22,2017-11-10,2017-10-30
1912,1,陆家嘴信托·万合11号财产权信托,ZXD31L201709111017321,陆家嘴国际信托有限公司,陆家嘴信托,31.5,金融业,实物及其他资产,2017-09-19,2017-11-10,2017-11-07
1471,1,万向信托-地产126号（重庆中昂锦绣项目贷款集合资金信托计划）,ZXD31W201709010012958,万向信托有限公司,万向信托,12,房地产业,信托贷款,2017-09-15,2017-11-10,2017-11-03
1418,1,中航信托·天启【2017】373号挪宝北戴河新能源集合资金绿色信托计划,ZXD37Z201709010012425,中航信托股份有限公司,中航信托,-1,电力、热力、燃气及水生产和供应业,信托贷款,2017-09-14,2017-11-10,2017-11-02
606,1,平安信托*宏泰一百八十四号集合资金信托计划,ZXD31P201709110004385,平安信托有限责任公司,平安信托,96,建筑业,信托贷款,2017-09-08,2017-11-13,2017-11-01
603,1,昆仑信托-长春奥体中心项目收益权转让及回购集合资金信托计划,ZXD31K201709010004355,昆仑信托有限责任公司,昆仑信托,24,水利、环境和公共设施管理业,特定资产及其收（受）益权附回购,2017-09-08,2017-11-10,2017-11-03
3423,1,国民信托龙头6号证券投资集合资金信托计划,ZXD34G201709010032337,国民信托有限公司,国民信托,12,金融业,股票投资,2017-09-28,2017-10-18,2017-10-12
3410,1,中航信托·天启【2016】200号智慧城市产业基金集合资金信托计划,ZXD37Z201709010032207,中航信托股份有限公司,中航信托,60,租赁和商务服务业,长期股权投资,2017-09-28,2017-10-24,2017-10-19
4419,1,兴业信托·信安11号债券投资集合资金信托计划,ZXD36X201710110005505,兴业国际信托有限公司,兴业信托,24,金融业,债券投资,2017-10-13,2017-10-31,2017-10-25
3301,1,长安宁-西安常宁新区发展基金集合资金信托计划,ZXD31C20170901003111X,长安国际信托股份有限公司,长安信托,24,水利、环境和公共设施管理业,其他债权资产,2017-09-27,2017-10-18,2017-10-12
2578,1,川信-锦汇通集合资金信托计划,ZXD36S201709110023927,四川信托有限公司,四川信托,24,租赁和商务服务业,特定资产及其收（受）益权附回购,2017-09-22,2017-10-27,2017-10-20
3199,1,中航信托·天启【2017】222号常德鑫泽信托贷款集合资金信托计划第7期,ZXD37Z201709010030119,中航信托股份有限公司,中航信托,24,房地产业,信托贷款,2017-09-27,2017-10-24,2017-10-19
2402,1,中航信托·天瑞融祺1号普惠金融结构化集合资金信托计划,ZXD37Z201709010022181,中航信托股份有限公司,中航信托,60,其他,信托贷款,2017-09-21,2017-10-27,2017-10-11
2810,1,万向信托--五谷丰登35号事务管理类集合资金信托计划,ZXD31W20170911002624X,万向信托有限公司,万向信托,12,房地产业,信托贷款,2017-09-25,2017-10-18,2017-10-12
2081,1,云信新安28号集合资金信托计划,ZXD32Y201709010018987,云南国际信托有限公司,云南信托,30,金融业,资产收益权（不附回购）,2017-09-20,2017-10-31,2017-10-12
1932,1,湘财盛2017-17号集合资金信托计划,ZXD32H201709010017524,湖南省信托有限责任公司,湖南信托,37,水利、环境和公共设施管理业,信托贷款,2017-09-19,2017-10-18,2017-10-13
1649,1,国元·安盈·201702020号集合资金信托计划,ZXD31A201709010014715,安徽国元信托有限责任公司,国元信托,24,水利、环境和公共设施管理业,信托贷款,2017-09-15,2017-10-31,2017-10-19
1772,1,华澳·臻智62号证券投资集合资金信托计划,ZXD33H201709110015920,华澳国际信托有限公司,华澳信托,12,金融业,股票投资,2017-09-18,2017-10-18,2017-10-11
1544,1,兴业信托·江成11号集合资金信托计划,ZXD36X201709010013681,兴业国际信托有限公司,兴业信托,12,房地产业,其他债权资产,2017-09-15,2017-10-31,2017-10-19
1476,1,国民信托·天盛20号事务管理集合资金信托计划,ZXD34G201709110013002,国民信托有限公司,国民信托,120,批发和零售业,长期股权投资,2017-09-15,2017-10-18,2017-10-13
1050,1,万向信托--五谷丰登33号事务管理类集合资金信托计划,ZXD31W201709110008781,万向信托有限公司,万向信托,12,房地产业,信托贷款,2017-09-12,2017-10-31,2017-10-12
272,1,粤财信托·腾赢1号集合资金信托计划,ZXD32G201709010001062,广东粤财信托有限公司,粤财信托,24,金融业,债券投资,2017-09-04,2017-10-18,2017-10-12
837,1,金鹰9号证券投资集合资金信托计划,ZXD34G201709010006660,国民信托有限公司,国民信托,12,金融业,股票投资,2017-09-11,2017-10-31,2017-10-25
178,1,天津信托-工商企业（2017大通添金3号）集合资金信托计划,ZXD31T201709011000122,天津信托有限责任公司,天津信托,18,租赁和商务服务业,特定资产及其收（受）益权附回购,2017-09-01,2017-10-24,2017-10-16
538,1,国民信托金达33号集合资金信托计划,ZXD34G201709010003708,国民信托有限公司,国民信托,12,金融业,资产收益权（不附回购）,2017-09-07,2017-10-31,2017-10-23
524,1,包商银行2017年第一期个人信贷资产财产权信托,ZXD41Z201709111003563,中融国际信托有限公司,中融信托,34.2,金融业,其他债权资产,2017-09-07,2017-10-27,2017-10-19
2009,1,中粮信托-日盛10号集合资金信托计划,ZXD40Z201709010018272,中粮信托有限责任公司,中粮信托,120,"建筑业,金融业,科学研究和技术服务业,水利、环境和公共设施管理业",债券投资,2017-09-20,2017-10-20,2017-10-17
1545,1,金龙加油站应收债权转让及回购集合资金信托计划,ZXD31K201709010013699,昆仑信托有限责任公司,昆仑信托,36,批发和零售业,其他债权资产,2017-09-15,2017-10-20,2017-10-13
3132,1,粤财信托·宏富1号集合资金信托计划,ZXD32G201709010029450,广东粤财信托有限公司,粤财信托,30.1,金融业,实物及其他资产,2017-09-27,2017-10-23,2017-10-18
1496,1,2017年中诚信托诚融3号股权投资集合资金信托计划,ZXD32Z201709010013202,中诚信托有限责任公司,中诚信托,24,房地产业,长期股权投资,2017-09-15,2017-10-20,2017-10-17
2836,1,中海鹿泽1号财产权信托-第2期,ZXD36Z201709111026500,中海信托股份有限公司,中海信托,13.5,金融业,其他债权资产,2017-09-25,2017-10-23,2017-10-13
1310,1,华宝-银河97号集合资金信托计划,ZXD34H201709110011356,华宝信托有限责任公司,华宝信托,12,电力、热力、燃气及水生产和供应业,信托贷款,2017-09-14,2017-10-20,2017-10-17
2694,1,江苏信托·中科建设开发总公司信托贷款集合资金信托计划,ZXD33J201709010025081,江苏省国际信托有限责任公司,江苏信托,27,建筑业,信托贷款,2017-09-22,2017-10-23,2017-10-13
1232,1,兴业信托·兴晓唐韵壹号集合资金信托计划,ZXD36X201709010010585,兴业国际信托有限公司,兴业信托,24,水利、环境和公共设施管理业,信托贷款,2017-09-13,2017-10-20,2017-10-13
3175,1,华融·北部湾港并购贷款集合资金信托计划,ZXD37H201709010029889,华融国际信托有限责任公司,华融信托,12,交通运输、仓储和邮政业,信托贷款,2017-09-27,2017-10-24,2017-10-12
2519,1,中国民生信托-至信401号民赢12号证券投资集合资金信托计划,ZXD35Z201709010023344,中国民生信托有限公司,民生信托,12.1,金融业,股票投资,2017-09-22,2017-10-23,2017-10-17
846,1,中海汇银2017-61泰隆银行信贷资产财产权信托,ZXD36Z201709111006756,中海信托股份有限公司,中海信托,26,金融业,其他债权资产,2017-09-11,2017-10-20,2017-10-17
2853,1,中粮信托-云南国鼎节能流动资金贷款集合资金信托计划,ZXD40Z20170901002667X,中粮信托有限责任公司,中粮信托,24,科学研究和技术服务业,信托贷款,2017-09-25,2017-10-24,2017-10-17
1962,1,兴业信托·兴申7号集合资金信托计划,ZXD36X201709010017803,兴业国际信托有限公司,兴业信托,12,房地产业,信托贷款,2017-09-19,2017-10-23,2017-10-18
817,1,中原信托·九通基业贷款项目集合资金信托计划,ZXD45Z20170901000646X,中原信托有限公司,中原信托,24,租赁和商务服务业,信托贷款,2017-09-11,2017-10-20,2017-10-12
1439,1,云南信托天富宝稳健1期集合资金信托计划第29期信托单元,ZXD32Y20170901001263X,云南国际信托有限公司,云南信托,12,金融业,债券投资,2017-09-15,2017-10-24,2017-10-09
1811,1,粤财信托·珠海招商依云项目集合资金信托计划,ZXD32G201709010016319,广东粤财信托有限公司,粤财信托,21,租赁和商务服务业,长期股权投资,2017-09-19,2017-10-23,2017-10-16
722,1,长安信托·赞晨十五号（稳健112号）债券投资集合资金信托计划,ZXD31C201709110005514,长安国际信托股份有限公司,长安信托,24,金融业,债券投资,2017-09-08,2017-10-20,2017-10-17
1438,1,云南信托天富宝稳健1期集合资金信托计划第28期信托单元,ZXD32Y201709010012620,云南国际信托有限公司,云南信托,12,金融业,债券投资,2017-09-15,2017-10-24,2017-10-09
1775,1,广益19号集合资金信托计划,ZXD34B201709110015954,渤海国际信托股份有限公司,渤海信托,24,金融业,债券投资,2017-09-18,2017-10-23,2017-10-16
449,1,中海-易享6号集合资金信托计划,ZXD36Z201709110002831,中海信托股份有限公司,中海信托,24,金融业,债券投资,2017-09-07,2017-10-19,2017-10-11
1393,1,重庆信托·沪赢十号集合资金信托计划,ZXD33C201709010012173,重庆国际信托股份有限公司,重庆信托,120,租赁和商务服务业,资产收益权（不附回购）,2017-09-14,2017-10-24,2017-10-13
1010,1,中融-尊富32号集合资金信托计划,ZXD41Z201709010008380,中融国际信托有限公司,中融信托,12,制造业,信托贷款,2017-09-12,2017-10-23,2017-10-16
296,1,爱建信托-廊坊银行安治1号财产权信托,ZXD34S201709111001309,上海爱建信托有限责任公司,爱建信托,51.4,金融业,其他债权资产,2017-09-04,2017-10-20,2017-09-30
1207,1,华润信托·荣华18号集合资金信托计划,ZXD38H201709010010336,华润深国投信托有限公司,华润信托,120.1,"金融业,其他","债券投资,股票投资,公募基金",2017-09-13,2017-10-24,2017-10-19
621,1,国民信托云方1号集合资金信托计划,ZXD34G201709110004535,国民信托有限公司,国民信托,24,金融业,资产收益权（不附回购）,2017-09-08,2017-10-24,2017-10-17
1060,1,中海信托-淳杨易享5号集合资金信托计划,ZXD36Z201709110008881,中海信托股份有限公司,中海信托,24,金融业,债券投资,2017-09-12,2017-10-24,2017-10-19
340,1,陕国投·金元宝8号证券投资集合资金信托计划,ZXD33S201709110001743,陕西省国际信托股份有限公司,陕西信托,24,文化、体育和娱乐业,股票投资,2017-09-05,2017-10-24,2017-10-17
991,1,交银国信·聚通94号集合资金信托计划,ZXD34J201709010008198,交银国际信托有限公司,交银信托,24,建筑业,信托贷款,2017-09-12,2017-10-24,2017-10-19
627,1,国民信托云方3号集合资金信托计划,ZXD34G20170911000459X,国民信托有限公司,国民信托,24,金融业,资产收益权（不附回购）,2017-09-08,2017-10-24,2017-10-17
407,1,西部信托·中原航租信托贷款集合资金信托计划,ZXD31X201709010002416,西部信托有限公司,西部信托,24,租赁和商务服务业,信托贷款,2017-09-06,2017-10-24,2017-10-17
3075,1,国民信托恒盈12号事务管理类集合资金信托计划,ZXD34G201709110028882,国民信托有限公司,国民信托,12,其他,特定资产及其收（受）益权附回购,2017-09-26,2017-10-27,2017-10-18
3019,1,新华信托华睿系列·渝和4号·洛书CTA七期集合资金信托计划,ZXD34X201709110028325,新华信托股份有限公司,新华信托,12.1,金融业,实物及其他资产,2017-09-26,2017-10-27,2017-10-20
2859,1,华信天山集团天山熙湖小区项目集合资金信托计划,ZXD40H201709010026732,华信信托股份有限公司,华信信托,24,房地产业,信托贷款,2017-09-25,2017-10-27,2017-10-19
1895,1,交银国信·集通129号集合资金信托计划,ZXD34J201709010017151,交银国际信托有限公司,交银信托,96,房地产业,信托贷款,2017-09-19,2017-10-27,2017-10-18
1826,1,广益22号集合资金信托计划,ZXD34B201709110016467,渤海国际信托股份有限公司,渤海信托,36,金融业,债券投资,2017-09-19,2017-10-27,2017-10-17
1805,1,陕国投·太平洋浦丰1号债券投资集合资金信托计划,ZXD33S201709110016251,陕西省国际信托股份有限公司,陕西信托,36,金融业,债券投资,2017-09-19,2017-10-27,2017-10-13
1702,1,广益20号集合资金信托计划,ZXD34B201709110015223,渤海国际信托股份有限公司,渤海信托,24,金融业,债券投资,2017-09-18,2017-10-27,2017-10-17
1690,1,华润信托·星石30期证券投资集合资金信托计划,ZXD38H201709010015115,华润深国投信托有限公司,华润信托,120,"金融业,其他","债券投资,股票投资,金融衍生品,公募基金",2017-09-18,2017-10-27,2017-10-19
1499,1,2017年中诚信托诚源1号集合资金信托计划,ZXD32Z20170901001323X,中诚信托有限责任公司,中诚信托,18,房地产业,长期股权投资,2017-09-15,2017-10-27,2017-10-17
1404,1,长安信托—稳健129号（中融景诚10号）债券投资集合资金信托计划,ZXD31C201709110012282,长安国际信托股份有限公司,长安信托,36,金融业,债券投资,2017-09-14,2017-10-27,2017-10-20
1849,1,云南信托·鑫云1号财产权信托,ZXD32Y201709111016699,云南国际信托有限公司,云南信托,46.9,金融业,其他债权资产,2017-09-19,2017-10-09,2017-09-28
1260,1,湖南信托湘财聚2017-15项目,ZXD32H201709010010864,湖南省信托有限责任公司,湖南信托,13,水利、环境和公共设施管理业,信托贷款,2017-09-14,2017-09-29,2017-09-26
1257,1,民信64号集合资金信托计划,ZXD34G201709110010835,国民信托有限公司,国民信托,24,批发和零售业,信托贷款,2017-09-14,2017-10-09,2017-09-28
1056,1,山东信托·恒祥13号集合资金信托计划,ZXD31S201709110008848,山东省国际信托股份有限公司,山东信托,36,采矿业,长期股权投资,2017-09-12,2017-10-09,2017-09-27
658,1,粤财信托·宜华定增2号集合资金信托计划,ZXD32G201709010004880,广东粤财信托有限公司,粤财信托,30,金融业,实物及其他资产,2017-09-08,2017-10-09,2017-09-28
638,1,爱建-恒诚丰赢1号财产权信托,ZXD34S201709111004686,上海爱建信托有限责任公司,爱建信托,79.5,金融业,资产收益权（不附回购）,2017-09-08,2017-10-09,2017-09-26
624,1,四川信托-鑫宝1号证券投资集合资金信托计划,ZXD36S201709110004568,四川信托有限公司,四川信托,24,金融业,股票投资,2017-09-08,2017-10-11,2017-09-30
580,1,百瑞宝盈689号集合资金信托计划（南京恒大翡翠华庭）,ZXD31B20170901000412X,百瑞信托有限责任公司,百瑞信托,24,房地产业,信托贷款,2017-09-08,2017-10-09,2017-09-27
564,1,安文2017年第三期消费信贷流转财产权信托,ZXD31A201709111003969,安徽国元信托有限责任公司,国元信托,12,金融业,其他债权资产,2017-09-08,2017-10-09,2017-09-28
354,1,华润信托·晋煤华昱信托贷款集合资金信托计划,ZXD38H201709010001887,华润深国投信托有限公司,华润信托,36,采矿业,信托贷款,2017-09-06,2017-10-09,2017-09-26
3757,1,粤财信托·力帆租赁贷款项目集合资金信托计划,ZXD32G201709010035660,广东粤财信托有限公司,粤财信托,12,租赁和商务服务业,信托贷款,2017-09-30,2017-10-19,2017-10-16
3517,1,昆仑信托·中梁首府项目收益权转让及回购集合资金信托计划,ZXD31K201709010033272,昆仑信托有限责任公司,昆仑信托,12,房地产业,特定资产及其收（受）益权附回购,2017-09-28,2017-10-19,2017-10-13
3434,1,中铁信托·恒大优质项目投资八期集合资金信托计划,ZXD43Z201709010032444,中铁信托有限责任公司,中铁信托,12.7,房地产业,其他债权资产,2017-09-28,2017-10-19,2017-10-12
3198,1,中航信托·天启【2017】222号常德鑫泽信托贷款集合资金信托计划第6期,ZXD37Z20170901003010X,中航信托股份有限公司,中航信托,24,房地产业,信托贷款,2017-09-27,2017-10-19,2017-10-16
2552,1,中铁信托·重庆永川格兰美景国际花园贷款项目集合资金信托计划,ZXD43Z20170901002367X,中铁信托有限责任公司,中铁信托,12,房地产业,信托贷款,2017-09-22,2017-10-19,2017-10-11
2551,1,中铁信托·中地长泰流动资金贷款项目集合资金信托计划,ZXD43Z201709010023660,中铁信托有限责任公司,中铁信托,25,建筑业,信托贷款,2017-09-22,2017-10-19,2017-10-11
2549,1,交银国信·聚通133号集合资金信托计划,ZXD34J201709010023640,交银国际信托有限公司,交银信托,120,租赁和商务服务业,信托贷款,2017-09-22,2017-10-19,2017-10-13
2540,1,中铁信托·黑牛食品股份项目集合资金信托计划,ZXD43Z201709010023552,中铁信托有限责任公司,中铁信托,15,信息传输、软件和信息技术服务业,信托贷款,2017-09-22,2017-10-19,2017-10-12
2450,1,江苏信托·台基股份第一期员工持股集合资金信托计划,ZXD33J201709110022650,江苏省国际信托有限责任公司,江苏信托,24,制造业,股票投资,2017-09-22,2017-10-19,2017-10-13
289,1,中海丰裕1号厦门农商行财产权信托,ZXD36Z201709111001237,中海信托股份有限公司,中海信托,50,金融业,资产收益权（不附回购）,2017-09-04,2017-10-12,2017-09-28
2085,1,云南信托会泽155号集合资金信托计划,ZXD32Y201709110019029,云南国际信托有限公司,云南信托,36,金融业,其他债权资产,2017-09-20,2017-10-12,2017-10-10
1840,1,源盛恒瑞11号集合资金信托计划,ZXD32Y201709010016609,云南国际信托有限公司,云南信托,120,金融业,股票投资,2017-09-19,2017-10-11,2017-09-30
1363,1,华菁云信·禧年三期财产权信托,ZXD32Y201709111011873,云南国际信托有限公司,云南信托,36.8,"批发和零售业,居民服务、修理和其他服务业,文化、体育和娱乐业",信托贷款,2017-09-14,2017-10-12,2017-09-29
1271,1,平江县城区新增配水管网工程建设项目集合资金信托计划,ZXD32H201709010010972,湖南省信托有限责任公司,湖南信托,25,水利、环境和公共设施管理业,信托贷款,2017-09-14,2017-10-12,2017-10-09
1026,1,中航信托·天腾信贷19号结构化集合资金信托计划,ZXD37Z201709010008548,中航信托股份有限公司,中航信托,24,其他,信托贷款,2017-09-12,2017-10-11,2017-09-27
894,1,昆仑天玺财产权信托2号,ZXD31K201709011007234,昆仑信托有限责任公司,昆仑信托,12,其他,其他债权资产,2017-09-12,2017-10-12,2017-09-28
3387,1,金葵花1号集合资金信托计划,ZXD32Y201709010031972,云南国际信托有限公司,云南信托,12,金融业,股票投资,2017-09-28,2017-10-23,2017-10-18
813,1,华澳·臻鑫114号（华亿集团）集合资金信托计划,ZXD33H201709010006426,华澳国际信托有限公司,华澳信托,12,批发和零售业,特定资产及其收（受）益权附回购,2017-09-11,2017-10-12,2017-10-10
2238,1,安信安赢65号·海南西岸首府信托贷款集合资金信托计划,ZXD32A201709010020546,安信信托股份有限公司,安信信托,24,房地产业,信托贷款,2017-09-21,2017-10-23,2017-10-16
561,1,昆仑信托·北大资源应收账款转让及回购集合资金信托计划,ZXD31K201709010003932,昆仑信托有限责任公司,昆仑信托,36,居民服务、修理和其他服务业,其他债权资产,2017-09-07,2017-10-12,2017-09-30
1984,1,新华信托华睿系列·渝和3号贷款集合资金信托计划,ZXD34X201709110018029,新华信托股份有限公司,新华信托,12,"制造业,批发和零售业,住宿和餐饮业",信托贷款,2017-09-19,2017-10-23,2017-10-16
521,1,华润信托·葛洲坝电力3期集合资金信托,ZXD38H201709110003531,华润深国投信托有限公司,华润信托,118.2,电力、热力、燃气及水生产和供应业,信托贷款,2017-09-07,2017-10-12,2017-09-28
1557,1,中海汇银2017-60信贷资产转让集合资金信托计划,ZXD36Z201709110013802,中海信托股份有限公司,中海信托,23.1,金融业,其他债权资产,2017-09-15,2017-10-23,2017-10-13
306,1,国投泰康信托卓粤38号（鲲鹏87号）债券结构化集合资金信托计划,ZXD35G201709110001400,国投泰康信托有限公司,国投泰康,12,金融业,债券投资,2017-09-05,2017-10-12,2017-09-28
1554,1,中海汇银2017-59信贷资产转让集合资金信托计划,ZXD36Z201709110013777,中海信托股份有限公司,中海信托,23,金融业,其他债权资产,2017-09-15,2017-10-23,2017-10-13
1551,1,兴业信托·兴富22号集合资金信托计划,ZXD36X201709010013744,兴业国际信托有限公司,兴业信托,16,房地产业,"长期股权投资,其他债权资产",2017-09-15,2017-10-23,2017-10-18
1269,1,元素达仁1号集合资金信托计划,ZXD32Y201709010010957,云南国际信托有限公司,云南信托,12,金融业,股票投资,2017-09-14,2017-10-23,2017-10-18
921,1,国民信托阳光稳健3号证券投资集合资金信托计划,ZXD34G201709010007499,国民信托有限公司,国民信托,12,"金融业,其他",股票投资,2017-09-12,2017-10-23,2017-10-16
889,1,百瑞富诚344号集合资金信托计划（新蒲经开投二期）,ZXD31B201709010007181,百瑞信托有限责任公司,百瑞信托,30,水利、环境和公共设施管理业,信托贷款,2017-09-11,2017-10-18,2017-10-11
842,1,国民信托海口邦信收益权事务管理集合资金信托计划,ZXD34G201709110006713,国民信托有限公司,国民信托,6,租赁和商务服务业,特定资产及其收（受）益权附回购,2017-09-11,2017-10-23,2017-10-18
20026,1,长安信托·稳健174号债券投资集合资金信托计划,ZXD31C20180111002687X,长安国际信托股份有限公司,长安信托,60,金融业,债券投资,2018-01-23,2018-03-09,2018-03-01
19884,1,中海-扬帆51号集合资金信托计划,ZXD36Z201801110025491,中海信托股份有限公司,中海信托,36,金融业,债券投资,2018-01-22,2018-03-09,2018-02-27
18612,1,华鑫信托·天鑫38号集合资金信托计划,ZXD39H201801010013087,华鑫国际信托有限公司,华鑫信托,24,建筑业,信托贷款,2018-01-12,2018-03-09,2018-03-02
18545,1,川信·申鑫27号集合资金信托计划,ZXD36S201801010012510,四川信托有限公司,四川信托,12,金融业,实物及其他资产,2018-01-11,2018-03-09,2018-03-06
16613,1,中建投信托·安泉257号（鸿坤理想城）集合资金信托计划,ZXD38Z201712010051879,中建投信托有限责任公司,中建投信托,24,房地产业,信托贷款,2017-12-27,2018-03-09,2018-03-05
14110,1,国投泰康信托金雕672号集合资金信托计划,ZXD35G201712010027167,国投泰康信托有限公司,国投泰康,24,水利、环境和公共设施管理业,资产及其收（受）益权（附回购）,2017-12-18,2018-03-09,2018-03-02
13704,1,西部信托·西信1号财产权信托,ZXD31X20171210102312X,西部信托有限公司,西部信托,9,金融业,准资产证券化,2017-12-14,2018-03-09,2018-01-11
12933,1,东莞信托·宏信-石碣富盈酒店集合资金信托计划,ZXD32D201712010015455,东莞信托有限公司,东莞信托,12,租赁和商务服务业,资产及其收（受）益权（附回购）,2017-12-11,2018-03-09,2018-02-26
11191,1,平安信托·泰鑫1号集合资金信托计划,ZXD31P201711010042326,平安信托有限责任公司,平安信托,12,房地产业,信托贷款,2017-11-30,2018-03-09,2018-02-28
10415,1,平安信托·宏泰三百一十八号集合资金信托计划,ZXD31P20171101003465X,平安信托有限责任公司,平安信托,36,租赁和商务服务业,信托贷款,2017-11-24,2018-03-09,2018-02-11
21836,1,万向信托-地产134号（泰兴广源威尼斯城项目贷款集合资金信托计划）,ZXD31W201802010007337,万向信托有限公司,万向信托,15,房地产业,信托贷款,2018-02-02,2018-03-08,2018-03-05
20826,1,华润信托·星石33期证券投资集合资金信托计划,ZXD38H201801010034616,华润深国投信托有限公司,华润信托,120,金融业,股票投资,2018-01-30,2018-03-08,2018-03-02
20722,1,万向信托-质赢20号事务管理类集合资金信托计划,ZXD31W201801110033608,万向信托有限公司,万向信托,12,文化、体育和娱乐业,资产及其收（受）益权（附回购）,2018-01-29,2018-03-09,2018-03-05
20477,1,江苏信托·江苏城镇化建设一百三十四期（丹阳）集合资金信托计划,ZXD33J201801010031251,江苏省国际信托有限责任公司,江苏信托,-1,水利、环境和公共设施管理业,信托贷款,2018-01-26,2018-03-08,2018-03-01
13936,1,中航信托·天启【2017】561号贝利控股集合资金信托计划,ZXD37Z201712010025436,中航信托股份有限公司,中航信托,24,建筑业,信托贷款,2017-12-15,2018-03-09,2018-01-30
3164,1,中航信托·天启【2017】86号泰禾东莞金泽置业项目集合资金信托计划,ZXD37Z201709010029770,中航信托股份有限公司,中航信托,24,房地产业,信托贷款,2017-09-27,2017-10-19,2017-10-16
9196,1,西部信托—中科供应链2018年第一期财产权信托,ZXD31X201711101022573,西部信托有限公司,西部信托,12,租赁和商务服务业,准资产证券化,2017-11-17,2018-03-09,2018-02-26
2173,1,融元·创信三期财产权信托,ZXD43Z201709111019907,中铁信托有限责任公司,中铁信托,21,金融业,其他债权资产,2017-09-20,2017-10-19,2017-10-11
6968,1,浙金·汇业112号涞水集合资金信托计划,ZXD31Z201711010000493,浙商金汇信托股份有限公司,浙金信托,24,房地产业,信托贷款,2017-11-01,2018-03-09,2018-02-11
1521,1,金谷·房信经营流动资金贷款集合资金信托计划,ZXD34Z201709010013454,中国金谷国际信托有限责任公司,金谷信托,24,居民服务、修理和其他服务业,信托贷款,2017-09-15,2017-10-19,2017-10-12
6791,1,国投泰康信托金雕614号集合资金信托计划,ZXD35G201710010028998,国投泰康信托有限公司,国投泰康,12,建筑业,资产及其收（受）益权（附回购）,2017-10-30,2018-03-09,2018-02-24
1360,1,中航信托·天启【2017】362号雨点02期集合资金信托计划,ZXD37Z201709010011840,中航信托股份有限公司,中航信托,36,其他,信托贷款,2017-09-14,2017-10-19,2017-10-11
5343,1,国通信托·国瑞1号集合资金信托计划,ZXD31F201710110014625,国通信托有限责任公司,国通信托,12,租赁和商务服务业,信托贷款,2017-10-20,2018-03-09,2018-02-22
1277,1,微众银行微车贷2017年第二期财产权信托,ZXD46Z201709111011037,紫金信托有限责任公司,紫金信托,36,金融业,其他债权资产,2017-09-14,2017-10-19,2017-10-12
3710,1,华鑫信托·复兴12号集合资金信托计划,ZXD39H201709110035194,华鑫国际信托有限公司,华鑫信托,12,金融业,股票投资,2017-09-29,2018-03-08,2018-02-24
21329,1,云南信托会泽260号集合资金信托计划,ZXD32Y201802010002301,云南国际信托有限公司,云南信托,7,其他,信托贷款,2018-02-01,2018-03-09,2018-03-02
1072,1,华润信托·润泽231号单一资金信托,ZXD38H201709110009003,华润深国投信托有限公司,华润信托,24,教育,长期股权投资,2017-09-13,2017-10-19,2017-10-12
21198,1,云南信托-聚盈1号集合资金信托计划,ZXD32Y201802010001050,云南国际信托有限公司,云南信托,12,金融业,债券投资,2018-02-01,2018-03-09,2018-03-02
22945,1,中国民生信托-至信427号南京宏图上水云锦项目集合资金信托计划,ZXD35Z201802010018175,中国民生信托有限公司,民生信托,12,房地产业,信托贷款,2018-02-12,2018-03-08,2018-02-28
1059,1,长安信托——稳健97号集合资金信托计划,ZXD31C201709110008873,长安国际信托股份有限公司,长安信托,12,金融业,债券投资,2017-09-12,2017-10-19,2017-10-13
20886,1,长安信托——稳健191号集合资金信托计划,ZXD31C201801110035210,长安国际信托股份有限公司,长安信托,24,金融业,债券投资,2018-01-30,2018-03-09,2018-03-01
22323,1,厦门信托-武汉国创资本流动资金贷款集合资金信托计划,ZXD33X201802010012086,厦门国际信托有限公司,厦门信托,24,金融业,信托贷款,2018-02-06,2018-03-08,2018-02-28
749,1,国民信托·深南95号证券投资集合资金信托计划,ZXD34G201709010005789,国民信托有限公司,国民信托,12,金融业,股票投资,2017-09-11,2017-10-19,2017-10-16
20297,1,东莞信托·恒信-汇景发展集合资金信托计划,ZXD32D201801010029498,东莞信托有限公司,东莞信托,18,房地产业,信托贷款,2018-01-25,2018-03-09,2018-02-22
21289,1,重庆信托·创智2号集合资金信托计划（第一期）,ZXD33C201802110001918,重庆国际信托股份有限公司,重庆信托,12,金融业,公募基金,2018-02-01,2018-03-08,2018-02-27
