projectId,isOn,trustProductName,proectIssueCode,trustCompanyName,trustCompanyShortName,trustTremType,trustPropertyApplicationDesc,trustPropertyManagementDesc,issueCodeDate,publicityTime,registrationTime
11690,1,华润信托·恒远航长红棉6号集合资金信托计划,ZXD38H201712010003122,华润深国投信托有限公司,华润信托,120,金融业,股票投资,2017-12-04,2018-02-12,2018-02-08
17981,1,金谷·信盈6号证券投资集合资金信托计划,ZXD34Z201801110007131,中国金谷国际信托有限责任公司,金谷信托,12,金融业,股票投资,2018-01-08,2018-02-08,2018-01-29
13038,1,陆家嘴信托·惠新5号集合资金信托计划,ZXD31L201712010016492,陆家嘴国际信托有限公司,陆家嘴信托,12,租赁和商务服务业,长期股权投资,2017-12-12,2018-02-08,2018-01-16
18072,1,鼎微2018年第三期微小企业贷款流转财产权信托,ZXD36H201801101008002,华能贵诚信托有限公司,华能信托,15,其他,其他债权资产,2018-01-09,2018-02-08,2018-02-02
6216,1,中粮信托-产融1号股权投资集合资金信托计划,ZXD40Z201710010023273,中粮信托有限责任公司,中粮信托,60,农林牧渔业,长期股权投资,2017-10-26,2018-02-12,2018-02-07
4524,1,外贸信托-誉和景明20号财产权信托,ZXD33Z201710011006530,中国对外经济贸易信托有限公司,外贸信托,60,租赁和商务服务业,其他债权资产,2017-10-13,2018-02-08,2018-01-29
16335,1,中融-宏金128号集合资金信托计划,ZXD41Z201712010049129,中融国际信托有限公司,中融信托,36,房地产业,长期股权投资,2017-12-26,2018-02-09,2018-01-31
5071,1,山东信托·恒祥10号集合资金信托计划,ZXD31S201710010011922,山东省国际信托股份有限公司,山东信托,24,建筑业,信托贷款,2017-10-18,2018-02-28,2018-02-24
9690,1,厦门信托-景星5号证券投资集合资金信托计划,ZXD33X201711010027488,厦门国际信托有限公司,厦门信托,18,金融业,股票投资,2017-11-21,2018-02-12,2018-02-05
11368,1,陆家嘴信托·金阳光财富系列41号集合资金信托计划,ZXD31L201711010044096,陆家嘴国际信托有限公司,陆家嘴信托,24,金融业,资产及其收（受）益权（不附回购）,2017-11-30,2018-02-11,2018-01-16
11632,1,国通信托·方兴593号长兴永能集合资金信托计划,ZXD31F201712010002555,国通信托有限责任公司,国通信托,24,水利、环境和公共设施管理业,信托贷款,2017-12-04,2018-02-12,2018-01-30
17240,1,华润信托·恒远久富19期集合资金信托计划,ZXD38H201712010058089,华润深国投信托有限公司,华润信托,120,金融业,股票投资,2017-12-29,2018-02-08,2018-01-29
12526,1,长安宁—遵义开投流动资金贷款集合资金信托计划,ZXD31C201712010011414,长安国际信托股份有限公司,长安信托,24,水利、环境和公共设施管理业,信托贷款,2017-12-07,2018-02-08,2018-01-30
17322,1,华润信托·恒远六禾嘉睿可转债1期集合资金信托计划,ZXD38H201801010000749,华润深国投信托有限公司,华润信托,120,金融业,债券投资,2018-01-02,2018-02-08,2018-01-26
14150,1,中航信托·天翼系列投资集合资金信托计划第179号信托单位,ZXD37Z201712010027560,中航信托股份有限公司,中航信托,60,金融业,资产及其收（受）益权（不附回购）,2017-12-18,2018-02-08,2018-01-12
5885,1,陆家嘴信托·玛瑙石115号集合资金信托计划,ZXD31L20171001002001X,陆家嘴国际信托有限公司,陆家嘴信托,24,水利、环境和公共设施管理业,信托贷款,2017-10-24,2018-02-12,2017-12-13
4259,1,山西信托·信裕四十五号（中小企业五十三期）集合资金信托计划,ZXD32S201710010003902,山西信托股份有限公司,山西信托,24,水利、环境和公共设施管理业,信托贷款,2017-10-12,2018-02-08,2018-02-01
15658,1,四川信托-稳健系列36号粤港澳大湾区正黄集团惠州项目集合资金信托计划,ZXD36S201712010042373,四川信托有限公司,四川信托,24,房地产业,长期股权投资,2017-12-22,2018-02-09,2018-02-02
2122,1,建信信托-津鑫4号集合资金信托计划,ZXD32J201709010019396,建信信托有限责任公司,建信信托,24,房地产业,信托贷款,2017-09-20,2018-02-11,2018-02-01
6194,1,平安信托·安徽佳誉19号集合资金信托计划,ZXD31P201710010023058,平安信托有限责任公司,平安信托,12,房地产业,信托贷款,2017-10-26,2018-02-12,2018-01-09
5366,1,建信信托-泉韵兴鲁PPP3号集合资金信托计划,ZXD32J201710010014857,建信信托有限责任公司,建信信托,144,建筑业,信托贷款,2017-10-20,2018-02-12,2018-02-02
17156,1,陕国投·招商昆吾一期结构化证券投资集合资金信托计划,ZXD33S201712110057261,陕西省国际信托股份有限公司,陕西信托,36,金融业,股票投资,2017-12-29,2018-02-08,2018-01-26
11672,1,中粮信托-天广中茂投资集合资金信托计划,ZXD40Z20171211000294X,中粮信托有限责任公司,中粮信托,24,金融业,其他债权资产,2017-12-04,2018-02-08,2018-01-26
16762,1,西藏信托-莱沃31号集合资金信托计划,ZXD32X201712110053351,西藏信托有限公司,西藏信托,24,文化、体育和娱乐业,其他债权资产,2017-12-28,2018-02-08,2018-01-25
13802,1,中航信托·天翼系列投资集合资金信托计划第172号信托单位,ZXD37Z201712010024095,中航信托股份有限公司,中航信托,60,金融业,资产及其收（受）益权（不附回购）,2017-12-14,2018-02-08,2018-01-12
4304,1,建信信托-青岛实投贷款集合资金信托计划,ZXD32J201710010004352,建信信托有限责任公司,建信信托,48,电力、热力、燃气及水生产和供应业,信托贷款,2017-10-12,2018-02-12,2018-02-01
3992,1,平安信托宏泰一百零七号集合资金信托计划,ZXD31P201710010001240,平安信托有限责任公司,平安信托,36,租赁和商务服务业,信托贷款,2017-10-10,2018-02-08,2017-11-28
14873,1,百瑞恒益553号集合资金信托计划（酒类收益权投资基金-酒祖杜康12区窖藏酒六期）,ZXD31B201712010034673,百瑞信托有限责任公司,百瑞信托,24,制造业,资产及其收（受）益权（附回购）,2017-12-20,2018-02-09,2018-02-05
16507,1,光大信托-江城89号集合资金信托计划,ZXD31G201712010050821,光大兴陇信托有限责任公司,光大信托,24,水利、环境和公共设施管理业,信托贷款,2017-12-27,2018-02-08,2018-01-25
11371,1,陆家嘴信托·金阳光财富系列43号集合资金信托计划,ZXD31L201711010044121,陆家嘴国际信托有限公司,陆家嘴信托,24,金融业,资产及其收（受）益权（不附回购）,2017-11-30,2018-02-08,2018-01-16
16761,1,西藏信托-莱沃28号集合资金信托计划,ZXD32X201712110053342,西藏信托有限公司,西藏信托,12,信息传输、软件和信息技术服务业,股票投资,2017-12-28,2018-02-08,2018-01-26
11374,1,陆家嘴信托·金阳光财富系列44号集合资金信托计划,ZXD31L201711010044159,陆家嘴国际信托有限公司,陆家嘴信托,24,金融业,资产及其收（受）益权（不附回购）,2017-11-30,2018-02-08,2018-01-16
15043,1,交银国信·交银致远策略优选7号集合资金信托计划,ZXD34J201712110036362,交银国际信托有限公司,交银信托,24,金融业,公募基金,2017-12-20,2018-02-08,2018-01-23
13787,1,陆家嘴信托·添财19号集合资金信托计划,ZXD31L201712010023944,陆家嘴国际信托有限公司,陆家嘴信托,24,水利、环境和公共设施管理业,资产及其收（受）益权（附回购）,2017-12-14,2018-02-08,2018-01-17
2854,1,山西信托·晋善慈善信托,ZXD32S201709010026686,山西信托股份有限公司,山西信托,-1,其他,资产及其收（受）益权（不附回购）,2017-09-25,2018-02-11,2018-02-01
3923,1,陆家嘴信托·金阳光财富系列30号集合资金信托计划,ZXD31L201710010000553,陆家嘴国际信托有限公司,陆家嘴信托,24,金融业,资产及其收（受）益权（不附回购）,2017-10-09,2018-02-08,2017-12-18
14098,1,国辰21号集合资金信托计划,ZXD34G20171211002704X,国民信托有限公司,国民信托,12,租赁和商务服务业,信托贷款,2017-12-18,2018-02-09,2018-02-02
12523,1,中国信托业·四川慈善总会·长安慈·定点扶贫慈善信托,ZXD31C201712110011388,长安国际信托股份有限公司,长安信托,60,金融业,金融衍生品,2017-12-07,2018-02-09,2018-01-24
16379,1,陆家嘴信托·苏州1号产业基金集合资金信托计划,ZXD31L201712110049568,陆家嘴国际信托有限公司,陆家嘴信托,56.8,建筑业,长期股权投资,2017-12-26,2018-02-08,2018-01-18
11369,1,陆家嘴信托·金阳光财富系列42号集合资金信托计划,ZXD31L201711010044103,陆家嘴国际信托有限公司,陆家嘴信托,24,金融业,资产及其收（受）益权（不附回购）,2017-11-30,2018-02-08,2018-01-16
16680,1,光大信托·和合资管23号集合资金信托计划,ZXD31G201712110052530,光大兴陇信托有限责任公司,光大信托,12,金融业,信托贷款,2017-12-28,2018-02-08,2018-01-31
10486,1,恒利丰228号集合资金信托计划,ZXD34B201711110035354,渤海国际信托股份有限公司,渤海信托,36,金融业,股票投资,2017-11-27,2018-02-08,2018-01-09
14845,1,中航信托·天翼系列投资集合资金信托计划第176号信托单位,ZXD37Z201712010034391,中航信托股份有限公司,中航信托,12,租赁和商务服务业,资产及其收（受）益权（不附回购）,2017-12-20,2018-02-08,2018-02-02
13690,1,中建投信托·建泉98号（镇江红星）集合资金信托计划,ZXD38Z201712010022989,中建投信托有限责任公司,中建投信托,24,水利、环境和公共设施管理业,信托贷款,2017-12-14,2018-02-08,2018-01-10
10074,1,陆家嘴信托·锦绣28号集合资金信托计划,ZXD31L201711010031289,陆家嘴国际信托有限公司,陆家嘴信托,24,水利、环境和公共设施管理业,资产及其收（受）益权（附回购）,2017-11-23,2018-02-08,2017-12-29
3922,1,陆家嘴信托·金阳光财富系列29号集合资金信托计划,ZXD31L201710010000544,陆家嘴国际信托有限公司,陆家嘴信托,24,金融业,资产及其收（受）益权（不附回购）,2017-10-09,2018-02-08,2017-12-18
15458,1,长安信托-齐翔腾达第一期员工持股集合资金信托计划,ZXD31C201712110040386,长安国际信托股份有限公司,长安信托,60,金融业,股票投资,2017-12-21,2018-02-08,2018-02-01
11231,1,北京信托·锦星财富048号集合资金信托计划,ZXD33B201711010042727,北京国际信托有限公司,北京信托,24,房地产业,资产及其收（受）益权（附回购）,2017-11-30,2018-02-08,2018-01-31
16660,1,华润信托·运晟27号集合资金信托计划,ZXD38H201712010052336,华润深国投信托有限公司,华润信托,36,金融业,股票投资,2017-12-27,2018-02-08,2018-01-22
9491,1,陆家嘴信托·金融城与时聚金第十四期第1号集合资金信托计划,ZXD31L20171101002551X,陆家嘴国际信托有限公司,陆家嘴信托,12,金融业,资产及其收（受）益权（不附回购）,2017-11-17,2018-02-08,2017-12-29
14514,1,中航信托·天资7号聚信租赁集合资金信托计划,ZXD37Z201712010031203,中航信托股份有限公司,中航信托,24,租赁和商务服务业,信托贷款,2017-12-19,2018-02-08,2018-01-22
13047,1,工元2017年第七期不良资产证券化信托,ZXD38H201712101016589,华润深国投信托有限公司,华润信托,61,其他,其他债权资产,2017-12-12,2018-02-08,2018-01-12
18871,1,安文2018年第一期消费信贷流转财产权信托,ZXD31A201801101015666,安徽国元信托有限责任公司,国元信托,11.5,金融业,其他债权资产,2018-01-12,2018-02-07,2018-02-02
18891,1,粤财信托·北京鸿坤谷集合资金信托计划,ZXD32G201801010015867,广东粤财信托有限公司,粤财信托,24,租赁和商务服务业,长期股权投资,2018-01-12,2018-02-06,2018-02-01
10042,1,陆家嘴信托·润和83号集合资金信托计划,ZXD31L201711010030974,陆家嘴国际信托有限公司,陆家嘴信托,24,建筑业,资产及其收（受）益权（附回购）,2017-11-22,2018-02-08,2017-12-25
3921,1,陆家嘴信托·金阳光财富系列28号集合资金信托计划,ZXD31L201710010000535,陆家嘴国际信托有限公司,陆家嘴信托,24,金融业,资产及其收（受）益权（不附回购）,2017-10-09,2018-02-08,2017-12-18
16659,1,华润信托·运晟12号集合资金信托计划,ZXD38H201712010052327,华润深国投信托有限公司,华润信托,36,金融业,股票投资,2017-12-27,2018-02-08,2018-01-22
9388,1,光大信托·融汇7号集合资金信托计划,ZXD31G201711110024498,光大兴陇信托有限责任公司,光大信托,8.8,租赁和商务服务业,信托贷款,2017-11-17,2018-02-08,2017-12-28
14044,1,陕国投·湖南金资1号集合资金信托计划,ZXD33S201712010026509,陕西省国际信托股份有限公司,陕西信托,36,金融业,资产及其收（受）益权（附回购）,2017-12-15,2018-02-08,2018-01-30
12724,1,北京信托·锦程理财038号集合资金信托计划,ZXD33B201712110013385,北京国际信托有限公司,北京信托,72,制造业,长期股权投资,2017-12-08,2018-02-08,2018-01-30
18035,1,鼎微2018年第二期微小企业贷款流转财产权信托,ZXD36H201801101007635,华能贵诚信托有限公司,华能信托,15.1,其他,其他债权资产,2018-01-09,2018-02-07,2018-02-02
18564,1,华能信托-消费金融发展基金10号集合资金信托计划-第1期,ZXD36H201801010012602,华能贵诚信托有限公司,华能信托,14.4,金融业,其他债权资产,2018-01-11,2018-02-06,2018-01-26
9904,1,陆家嘴信托·锦天1号集合资金信托计划,ZXD31L201711010029599,陆家嘴国际信托有限公司,陆家嘴信托,24,金融业,实物及其他资产,2017-11-22,2018-02-08,2017-12-29
9857,1,陕国投·西安高新控股信托贷款集合资金信托计划,ZXD33S201711010029138,陕西省国际信托股份有限公司,陕西信托,72,租赁和商务服务业,信托贷款,2017-11-22,2018-02-08,2018-01-26
3920,1,陆家嘴信托·金阳光财富系列27号集合资金信托计划,ZXD31L201710010000526,陆家嘴国际信托有限公司,陆家嘴信托,24,金融业,资产及其收（受）益权（不附回购）,2017-10-09,2018-02-08,2017-12-18
15787,1,长安宁—雏鹰农牧股权收益权买入返售集合资金信托计划,ZXD31C201712110043653,长安国际信托股份有限公司,长安信托,12,农林牧渔业,资产及其收（受）益权（附回购）,2017-12-22,2018-02-08,2018-01-30
9302,1,建信信托-铁建蓝海集合资金信托计划（18号）,ZXD32J20171101002363X,建信信托有限责任公司,建信信托,60,水利、环境和公共设施管理业,长期股权投资,2017-11-17,2018-02-08,2018-01-25
13670,1,中江国际·金兔13号鑫达交通城乡发展贷款集合资金信托计划,ZXD39Z20171201002278X,中江国际信托股份有限公司,中江信托,24,交通运输、仓储和邮政业,信托贷款,2017-12-14,2018-02-08,2018-01-26
12612,1,国联金奇创富并购集合资金信托计划,ZXD33G201712010012272,国联信托股份有限公司,国联信托,24,租赁和商务服务业,长期股权投资,2017-12-08,2018-02-08,2018-01-23
15596,1,中航信托·天信【2017】60号集合资金信托计划,ZXD37Z201712010041753,中航信托股份有限公司,中航信托,17,金融业,资产及其收（受）益权（不附回购）,2017-12-22,2018-02-07,2018-01-11
18250,1,中航信托·天信【2017】66号集合资金信托计划,ZXD37Z201801010009750,中航信托股份有限公司,中航信托,23.1,金融业,资产及其收（受）益权（不附回购）,2018-01-10,2018-02-07,2018-02-02
7224,1,陆家嘴信托·祥泰60号集合资金信托计划,ZXD31L201711010003045,陆家嘴国际信托有限公司,陆家嘴信托,24,水利、环境和公共设施管理业,资产及其收（受）益权（附回购）,2017-11-02,2018-02-08,2018-01-10
3918,1,陆家嘴信托·金阳光财富系列26号集合资金信托计划,ZXD31L201710010000508,陆家嘴国际信托有限公司,陆家嘴信托,24,金融业,资产及其收（受）益权（不附回购）,2017-10-09,2018-02-08,2017-12-18
15698,1,西部信托·嘉兰铭轩项目特定资产收益权集合资金信托计划,ZXD31X201712010042760,西部信托有限公司,西部信托,24,房地产业,信托贷款,2017-12-22,2018-02-08,2018-01-30
8680,1,青岛银行2017年第一期对公贷款信贷资产财产权信托,ZXD31L201711111017481,陆家嘴国际信托有限公司,陆家嘴信托,65.2,其他,实物及其他资产,2017-11-14,2018-02-08,2017-12-20
13656,1,五矿信托-安居消费金融系列集合资金信托计划6号,ZXD32W201712010022645,五矿国际信托有限公司,五矿信托,2.1,其他,信托贷款,2017-12-14,2018-02-08,2018-02-01
11155,1,西部信托·黔南州投资债权投资集合资金信托计划,ZXD31X20171101004197X,西部信托有限公司,西部信托,24,水利、环境和公共设施管理业,其他债权资产,2017-11-29,2018-02-08,2018-01-11
3781,1,华澳·臻智84号证券投资集合资金信托计划,ZXD33H201709110035900,华澳国际信托有限公司,华澳信托,120,房地产业,股票投资,2017-09-30,2018-02-07,2018-01-30
17789,1,金谷·信惠166号证券投资集合资金信托计划,ZXD34Z201801110005214,中国金谷国际信托有限责任公司,金谷信托,12,金融业,股票投资,2018-01-08,2018-02-06,2018-02-01
6669,1,陆家嘴信托·尊贵固盈9号集合资金信托计划,ZXD31L201710110027770,陆家嘴国际信托有限公司,陆家嘴信托,23,租赁和商务服务业,长期股权投资,2017-10-30,2018-02-08,2017-12-14
3814,1,陆家嘴信托·金阳光财富系列24号集合资金信托计划,ZXD31L201709010036232,陆家嘴国际信托有限公司,陆家嘴信托,24,金融业,资产及其收（受）益权（不附回购）,2017-09-30,2018-02-08,2017-12-15
15250,1,万向信托-车金融7号集合资金信托计划,ZXD31W201712010038423,万向信托有限公司,万向信托,13.1,租赁和商务服务业,资产及其收（受）益权（不附回购）,2017-12-21,2018-02-08,2018-01-30
7994,1,陆家嘴信托·金融城与时聚金第十三期第1号集合资金信托计划,ZXD31L201711010010704,陆家嘴国际信托有限公司,陆家嘴信托,12,金融业,资产及其收（受）益权（不附回购）,2017-11-09,2018-02-08,2017-12-18
13416,1,英大信托-蓝天054号会泽川渝水电集合资金信托计划,ZXD31Y20171201002024X,英大国际信托有限责任公司,英大信托,24,电力、热力、燃气及水生产和供应业,信托贷款,2017-12-13,2018-02-08,2018-01-31
10704,1,粤财信托-债鑫7号结构化债券投资集合资金信托计划,ZXD32G201711010037510,广东粤财信托有限公司,粤财信托,120,金融业,债券投资,2017-11-27,2018-02-08,2018-01-26
3630,1,光大信托-东门天下集合资金信托计划,ZXD31G201709010034392,光大兴陇信托有限责任公司,光大信托,12,建筑业,信托贷款,2017-09-29,2018-02-08,2018-01-24
17622,1,和泽集合资金信托计划,ZXD32Y201801010003582,云南国际信托有限公司,云南信托,24,金融业,股票投资,2018-01-05,2018-02-07,2018-01-29
5768,1,中航信托·天启【2017】311号信中利混合基金集合资金信托计划,ZXD37Z201710010018841,中航信托股份有限公司,中航信托,24,租赁和商务服务业,长期股权投资,2017-10-23,2018-02-08,2017-12-19
3810,1,陆家嘴信托·金阳光财富系列23号集合资金信托计划,ZXD31L201709010036198,陆家嘴国际信托有限公司,陆家嘴信托,24,金融业,资产及其收（受）益权（不附回购）,2017-09-30,2018-02-08,2017-12-13
7850,1,2017年中诚信托诚鑫5号贷款项目集合资金信托计划,ZXD32Z201711010009278,中诚信托有限责任公司,中诚信托,24,房地产业,信托贷款,2017-11-08,2018-02-08,2018-02-05
12566,1,兴业信托·宝利丰175号集合资金信托计划（第一期）,ZXD36X201712010011813,兴业国际信托有限公司,兴业信托,12,房地产业,资产及其收（受）益权（附回购）,2017-12-07,2018-02-08,2018-02-02
10251,1,华润信托·润之信68期集合资金信托计划,ZXD38H20171101003304X,华润深国投信托有限公司,华润信托,36,金融业,股票投资,2017-11-23,2018-02-08,2018-02-02
3419,1,中航信托·天启【2017】416号同煤财务结构化集合资金信托计划,ZXD37Z201709110032298,中航信托股份有限公司,中航信托,36,金融业,资产及其收（受）益权（附回购）,2017-09-28,2018-02-08,2018-01-10
17564,1,爱建信托-鹿恒1号财产权信托第2期,ZXD34S201801101003007,上海爱建信托有限责任公司,爱建信托,12.3,金融业,资产及其收（受）益权（不附回购）,2018-01-04,2018-02-06,2018-01-12
4948,1,中航信托·天启【2017】258号航安集合资金信托计划第23期信托单位,ZXD37Z201710010010712,中航信托股份有限公司,中航信托,43,金融业,资产及其收（受）益权（不附回购）,2017-10-17,2018-02-08,2018-01-17
7322,1,陆家嘴信托·锦盛1号集合资金信托计划,ZXD31L201711010004026,陆家嘴国际信托有限公司,陆家嘴信托,24,水利、环境和公共设施管理业,资产及其收（受）益权（附回购）,2017-11-03,2018-02-08,2018-01-10
12168,1,陆家嘴信托·金融城与时聚金第十五期第1号集合资金信托计划,ZXD31L201712010007834,陆家嘴国际信托有限公司,陆家嘴信托,12,金融业,资产及其收（受）益权（不附回购）,2017-12-06,2018-02-08,2018-01-05
1969,1,陕国投·九华经建投信托贷款集合资金信托计划,ZXD33S201709010017874,陕西省国际信托股份有限公司,陕西信托,24,水利、环境和公共设施管理业,信托贷款,2017-09-19,2018-02-08,2018-01-25
17559,1,华鑫信托·永鑫100号集合资金信托计划,ZXD39H201801110002952,华鑫国际信托有限公司,华鑫信托,12,金融业,股票投资,2018-01-04,2018-02-06,2018-01-25
17458,1,合肥建工集团有限公司贷款（三期）集合资金信托计划,ZXD31A201801010001969,安徽国元信托有限责任公司,国元信托,24,建筑业,信托贷款,2018-01-04,2018-02-07,2018-01-30
4941,1,中航信托·天启【2017】258号航安集合资金信托计划第21期信托单位,ZXD37Z20171001001065X,中航信托股份有限公司,中航信托,43,金融业,资产及其收（受）益权（不附回购）,2017-10-17,2018-02-08,2018-01-17
6372,1,光大-弘瑞5号集合资金信托计划,ZXD31G201710010024831,光大兴陇信托有限责任公司,光大信托,12,房地产业,信托贷款,2017-10-27,2018-02-08,2018-01-31
11558,1,华润信托·恒远展博1期集合资金信托计划,ZXD38H201712010001819,华润深国投信托有限公司,华润信托,120.1,金融业,股票投资,2017-12-01,2018-02-08,2018-01-26
1121,1,华鑫信托·建鑫143号集合资金信托计划,ZXD39H201709110009481,华鑫国际信托有限公司,华鑫信托,24,卫生和社会工作业,资产及其收（受）益权（附回购）,2017-09-13,2018-02-08,2018-01-26
17438,1,四川信托-艾比森第一期员工持股计划集合资金信托计划,ZXD36S201801110001783,四川信托有限公司,四川信托,24,金融业,股票投资,2018-01-04,2018-02-06,2018-01-31
4673,1,万向信托-基建263号（播州城投影山湖人民公园项目贷款集合资金信托计划）,ZXD31W201710010008003,万向信托有限公司,万向信托,24,水利、环境和公共设施管理业,信托贷款,2017-10-16,2018-02-08,2018-02-02
18777,1,中航信托·天信【2017】61号集合资金信托计划,ZXD37Z201801010014736,中航信托股份有限公司,中航信托,16.1,金融业,资产及其收（受）益权（不附回购）,2018-01-12,2018-02-05,2018-01-26
984,1,建信信托-涿鹿3号集合资金信托计划,ZXD32J201709010008126,建信信托有限责任公司,建信信托,36,房地产业,信托贷款,2017-09-12,2018-02-08,2018-01-08
2426,1,华澳·臻智77号证券投资集合资金信托计划,ZXD33H201709110022427,华澳国际信托有限公司,华澳信托,12,金融业,股票投资,2017-09-21,2018-02-06,2018-01-30
17431,1,华鑫信托·永鑫97号集合资金信托计划,ZXD39H201801110001746,华鑫国际信托有限公司,华鑫信托,12,金融业,股票投资,2018-01-03,2018-02-05,2018-01-22
314,1,陕国投·桂阳县桃源水利公司广厦公租房项目贷款集合资金信托计划,ZXD33S201709010001483,陕西省国际信托股份有限公司,陕西信托,24,水利、环境和公共设施管理业,信托贷款,2017-09-05,2018-02-08,2018-01-23
17241,1,华能信托-万源投资集合资金信托计划（第一期）,ZXD36H201712110058099,华能贵诚信托有限公司,华能信托,24,房地产业,长期股权投资,2017-12-29,2018-02-05,2018-01-30
18587,1,中海-兴隆3号信贷资产财产权信托,ZXD36Z201801111012836,中海信托股份有限公司,中海信托,12,金融业,其他债权资产,2018-01-11,2018-02-07,2018-01-30
15936,1,中国民生信托-至信439号金凰珠宝贷款集合资金信托计划,ZXD35Z201712010045148,中国民生信托有限公司,民生信托,24,制造业,信托贷款,2017-12-25,2018-02-05,2018-01-19
16763,1,西藏信托-莱沃34号集合资金信托计划,ZXD32X201712110053360,西藏信托有限公司,西藏信托,24,信息传输、软件和信息技术服务业,股票投资,2017-12-28,2018-02-01,2018-01-26
15873,1,中海-金海资产套利5号集合资金信托计划,ZXD36Z201712110044516,中海信托股份有限公司,中海信托,60,金融业,金融衍生品,2017-12-22,2018-02-05,2018-01-25
18604,1,爱建信托-鹿恒1号财产权信托第4期,ZXD34S201801101013006,上海爱建信托有限责任公司,爱建信托,11.7,金融业,资产及其收（受）益权（不附回购）,2018-01-11,2018-02-06,2018-02-01
14857,1,中航信托·天翼系列投资集合资金信托计划第178号信托单位,ZXD37Z201712010034517,中航信托股份有限公司,中航信托,36,金融业,资产及其收（受）益权（不附回购）,2017-12-20,2018-02-07,2018-01-11
14800,1,西藏信托-智臻5号集合资金信托计划,ZXD32X201712110033949,西藏信托有限公司,西藏信托,36,制造业,股票投资,2017-12-20,2018-02-05,2018-01-19
17305,1,华能信托-铂融泰诚集合资金信托计划（第C-1期）,ZXD36H201801110000588,华能贵诚信托有限公司,华能信托,42,批发和零售业,资产及其收（受）益权（附回购）,2018-01-02,2018-02-06,2018-02-01
14151,1,中航信托·天翼系列投资集合资金信托计划第173号信托单位,ZXD37Z20171201002757X,中航信托股份有限公司,中航信托,12,金融业,资产及其收（受）益权（不附回购）,2017-12-18,2018-02-07,2018-01-11
11715,1,兴业信托·江成17号集合资金信托计划（1期）,ZXD36X201712010003371,兴业国际信托有限公司,兴业信托,36,房地产业,信托贷款,2017-12-04,2018-02-05,2018-01-24
14405,1,华信华冠158号集合资金信托计划,ZXD40H20171201003011X,华信信托股份有限公司,华信信托,12,金融业,信托贷款,2017-12-19,2018-02-06,2018-02-01
12694,1,中航信托·天启【2017】575号融禾贷款集合资金信托计划,ZXD37Z201712010013097,中航信托股份有限公司,中航信托,24,水利、环境和公共设施管理业,信托贷款,2017-12-08,2018-02-07,2018-01-30
11553,1,华润信托·清和泉尊享系列6期证券投资集合资金信托计划,ZXD38H201712010001765,华润深国投信托有限公司,华润信托,120,金融业,股票投资,2017-12-01,2018-02-05,2018-01-25
14374,1,云南信托钱塘14号集合资金信托计划,ZXD32Y201712010029809,云南国际信托有限公司,云南信托,12,金融业,股票投资,2017-12-19,2018-02-06,2018-02-01
12585,1,国通信托·方兴463号松原城开集合资金信托计划,ZXD31F201712010012003,国通信托有限责任公司,国通信托,24,水利、环境和公共设施管理业,信托贷款,2017-12-08,2018-02-07,2018-01-25
11018,1,金谷·信惠180号证券投资集合资金信托计划,ZXD34Z201711110040602,中国金谷国际信托有限责任公司,金谷信托,12,金融业,股票投资,2017-11-29,2018-02-05,2018-01-31
14349,1,中粮信托·海康威视股票收益权投资集合资金信托计划,ZXD40Z201712110029554,中粮信托有限责任公司,中粮信托,12,金融业,资产及其收（受）益权（附回购）,2017-12-18,2018-02-06,2018-01-30
12053,1,国元·安丰·201703008号集合资金信托计划,ZXD31A20171201000671X,安徽国元信托有限责任公司,国元信托,24,水利、环境和公共设施管理业,其他债权资产,2017-12-06,2018-02-07,2018-01-29
6889,1,誉和景顺21号结构化可转债投资集合资金信托计划,ZXD33Z201710110029941,中国对外经济贸易信托有限公司,外贸信托,24,金融业,债券投资,2017-10-31,2018-02-05,2018-01-29
13600,1,华宝信托-慧盈14号集合资金信托计划,ZXD34H201712010022080,华宝信托有限责任公司,华宝信托,12,房地产业,其他债权资产,2017-12-14,2018-02-06,2018-01-15
11841,1,华鑫信托·华旭56号证券投资集合资金信托计划,ZXD39H201712110004634,华鑫国际信托有限公司,华鑫信托,12,金融业,股票投资,2017-12-05,2018-02-07,2018-01-25
13348,1,昆仑信托·永赢2号财产权信托,ZXD31K201712101019570,昆仑信托有限责任公司,昆仑信托,53.3,金融业,资产及其收（受）益权（不附回购）,2017-12-13,2018-02-06,2018-02-01
11306,1,华宝信托-万通地产员工持股一期集合资金信托计划,ZXD34H201711110043475,华宝信托有限责任公司,华宝信托,24,金融业,股票投资,2017-11-30,2018-02-07,2018-01-16
13110,1,金谷·信惠4号证券投资集合资金信托计划,ZXD34Z201712110017210,中国金谷国际信托有限责任公司,金谷信托,12,金融业,股票投资,2017-12-12,2018-02-06,2018-01-29
10948,1,光大信托·万科苏高新中央公园项目贷款集合资金信托计划,ZXD31G201711110039915,光大兴陇信托有限责任公司,光大信托,24,房地产业,信托贷款,2017-11-28,2018-02-07,2018-01-15
12820,1,西藏信托-稳鑫26号集合资金信托计划,ZXD32X201712010014337,西藏信托有限公司,西藏信托,36,房地产业,长期股权投资,2017-12-11,2018-02-06,2018-01-25
10935,1,兴业信托·宁信6号集合资金信托计划(2期）,ZXD36X20171101003978X,兴业国际信托有限公司,兴业信托,24,水利、环境和公共设施管理业,信托贷款,2017-11-28,2018-02-06,2018-01-18
